geoid,county,rural,black,income,collegewhite,nodiploma,highschoolgrad,collegedegree,homeprice,whitecollar,early_late,privateschool,moved
1400000US37183053206,Wake,Rural,-14.92,-1524,-0.798553369,-5.70340292,8.565989096,5.106582428,28400,2.2,-3.428133941,-2.500511716,-0.927622225
1400000US37183053207,Wake,Rural,-15.27,23369,12.99444922,-3.43745025,-9.615372369,16.82571935,53900,0.3,-20.37939334,2.644000849,-23.02339419
1400000US37183053405,Wake,Urban,0.07,-226,-1.35482351,-0.439666883,0.91970288,-42.04302478,24700,-3,-17.18716428,0.919809999,-18.10697428
1400000US37183053408,Wake,Urban,-2.47,6292,-7.721533695,1.515725654,6.233293791,26.80770498,8800,-3.7,-9.471580808,0.005489456,-9.477070265
1400000US37183053409,Wake,Urban,-0.95,6426,-1.815121979,-0.625361269,3.253983296,-56.04353156,50800,-5.8,-21.79321599,-3.197065738,-18.59615025
1400000US37183053410,Wake,Urban,-4.14,-20611,-6.991538593,-4.858307952,-1.420785231,30.97217723,-39500,-3.4,-33.02900561,-2.332834598,-30.69617101
1400000US37183053411,Wake,Rural,-13.15,51542,-9.909349611,-1.216741721,-11.30337313,3.540235509,-4100,2.4,-38.2530835,2.625083286,-40.87816679
1400000US37183053412,Wake,Rural,-9.17,40980,-7.167442621,-0.424519181,-0.472117687,5.235330209,60900,-0.3,-21.85798073,0.895965167,-22.7539459
1400000US37183053413,Wake,Rural,-5.4,28276,7.23277021,-3.41098662,-10.52201874,30.59871505,94200,6.3,-16.63588452,1.628747063,-18.26463158
1400000US37183053414,Wake,Urban,-1.87,9360,1.483753583,-2.359117352,3.853512388,-108.1414215,24300,1,-26.37617204,-0.668576744,-25.7075953
1400000US37183053415,Wake,Urban,-3.69,27231,-1.333209394,-1.661666099,-6.586167279,33.07862245,30700,11.2,-23.2881074,-4.429542786,-18.85856461
1400000US37183053416,Wake,Urban,-1.77,1915,-1.284913919,-0.77684321,3.581274109,-57.74703649,48600,-5.4,-16.78518427,-0.863810402,-15.92137386
1400000US37183053417,Wake,Rural,-21.21,29859,4.681205055,-6.078972608,-6.212096021,31.31146265,44800,12.4,-18.15456286,-2.652166437,-15.50239643
1400000US37183053418,Wake,Urban,1.08,13429,5.228765603,3.91379216,-20.67189507,-38.77444783,30400,-5.2,-21.87459881,0.441396039,-22.31599485
1400000US37183053419,Wake,Urban,-3.41,19929,0.241665132,-1.312089396,4.642383496,38.34939609,42600,4.8,-25.70335226,1.969429091,-27.67278135
1400000US37183053420,Wake,Rural,-16.32,26779,4.772241701,-4.159517458,-9.854857115,3.011210497,21900,9.8,-18.34974327,-1.47592277,-16.8738205
1400000US37183053421,Wake,Urban,-8.34,20871,1.677191939,1.005853125,-5.17487417,-33.24705486,-4400,-2.3,-14.57964588,-1.914484729,-12.66516115
1400000US37183053422,Wake,Urban,-3.3,3640,6.550558795,0.00209581,-8.122835421,3.356523219,19200,3.2,-19.05718954,3.398091823,-22.45528136
1400000US37183053423,Wake,Urban,-3.15,9021,1.585206484,2.109410651,-5.791188463,29.45313702,34200,-5.4,-24.18538601,-1.815516984,-22.36986902
1400000US37183053424,Wake,Urban,-2.4,14444,-9.83632486,-0.175852135,11.20766113,-71.07918331,35400,-1.3,-21.66574543,-0.890619428,-20.775126
1400000US37183053425,Wake,Urban,-2.14,-16576,-2.848067931,1.501852188,-15.18817409,34.23451608,35300,1,-7.060569513,0.403220761,-7.463790275
1400000US37183053505,Wake,Urban,-1.15,15773,1.704613679,-4.506172025,-0.796705834,28.8433675,28200,-2,-22.16779273,2.014678451,-24.18247118
1400000US37183053506,Wake,Urban,-5.38,13012,12.06428413,-0.918902146,-6.259905356,-18.95581719,30200,-0.3,-24.97574178,2.977508063,-27.95324985
1400000US37183053507,Wake,Urban,-4.99,3061,6.301098977,2.474704066,-9.125863379,17.51112084,37600,-4,-17.40791009,0.844355308,-18.25226539
1400000US37183053509,Wake,Urban,0.26,-10231,-8.241343352,3.169698096,4.807998246,-1.040229045,43700,-2.7,-23.65218869,-0.312412689,-23.339776
1400000US37183053512,Wake,Rural,-7.32,4105,-1.200068066,0.6163331,-0.717906703,-34.50665439,54600,-1.6,-23.10859878,-1.117336526,-21.99126226
1400000US37183053513,Wake,Urban,-11.11,13571,0.859635389,-2.741818786,-1.967287004,-3.01774782,77600,-6.6,-20.80103172,-0.054787054,-20.74624466
1400000US37183053516,Wake,Urban,-6.4,-4544,-16.14218635,-2.017273023,13.93604634,-4.030989898,14600,-8.2,-32.89902767,0.224888918,-33.12391658
1400000US37183053517,Wake,Urban,-9.35,-5604,-6.833740215,5.909962293,-1.297368528,-3.825395956,-33600,4.5,-15.70111568,-0.561529559,-15.13958612
1400000US37183053518,Wake,Urban,-4.38,15515,-0.513865791,-0.737862648,0.588396877,2.034178156,20200,-2.6,-13.30711184,0.244338884,-13.55145073
1400000US37183053519,Wake,Urban,-3.54,5491,-4.974631514,-2.677879409,-5.074361085,13.5692031,12000,5.8,-11.7341795,0.880854767,-12.61503426
1400000US37183053520,Wake,Urban,-14.36,1307,-2.573783149,-4.578866832,1.121518903,-23.98488755,39900,3.7,-24.68593027,2.429574476,-27.11550474
1400000US37183053521,Wake,Rural,-0.83,9695,9.128270115,2.686886586,0.421102263,22.51147559,49600,-5.9,-24.63975495,1.155775133,-25.79553009
1400000US37183053522,Wake,Urban,-4.07,20456,-2.597962155,5.078597752,-8.044250313,0.942111178,-25900,2.6,-23.45858808,-0.9709319,-22.48765618
1400000US37183053523,Wake,Urban,-5.37,3007,-5.171932344,2.931209592,-3.074746179,-21.07694714,31500,-8.2,-19.4208905,0.15249276,-19.57338326
1400000US37183053524,Wake,Urban,-2.16,11277,2.83208787,-3.845034772,-2.326225021,-20.69665548,26700,-1,-18.47792806,-0.037831517,-18.44009654
1400000US37183053525,Wake,Urban,-9.31,-1960,-0.01053502,0.404712846,-7.253436262,9.637615808,21800,4,-14.80977776,-6.764949298,-8.044828464
1400000US37183053601,Wake,Rural,-30.38,41176,0.607749059,0.640976101,-16.18700841,34.52165473,9300,5.2,-25.80713475,1.682899932,-27.49003468
1400000US37183053602,Wake,Rural,-10.67,24482,-5.52580337,1.153338182,-2.670519261,-2.163157282,20800,-1.2,-16.37893082,-2.442729488,-13.93620133
1400000US37183053603,Wake,Urban,-1.9,7962,-3.990389186,0.953652409,-4.771096963,8.996331231,15500,-0.9,-23.67876057,2.047512802,-25.72627337
1400000US37183053604,Wake,Urban,-3.02,30370,3.68701554,-0.197573538,-9.553722344,-68.73806461,1900,6.7,-29.52367769,1.410306011,-30.9339837
1400000US37183053605,Wake,Urban,-1.91,22604,7.187049819,1.564310545,-8.124950608,27.69565995,66300,1.8,-15.08060972,0.55559561,-15.63620533
1400000US37183053606,Wake,Urban,-1.61,-3979,-16.09760833,1.289583268,-0.118827981,32.64360327,147400,-3.7,-23.77378145,1.468861511,-25.24264296
1400000US37183053607,Wake,Urban,-13.14,32605,-12.69387751,4.162115809,4.431027639,-152.3141368,66400,-0.8,-28.17589264,-0.599193477,-27.57669916
1400000US37183053608,Wake,Urban,-18.65,24353,-1.437768059,0.453729072,-12.99183323,-245.6512427,-12700,-1.3,-18.97433312,3.936522205,-22.91085533
1400000US37183053609,Wake,Rural,-42.02,12339,-2.093843139,-5.629196674,-10.09347203,40.64075249,106600,-10.9,-45.14225927,3.108252947,-48.25051221
1400000US37183053610,Wake,Rural,-13.56,5373,-0.798295766,-2.562190989,-0.146623064,-7.670689244,-251200,-1.3,-25.37280368,0.910624632,-26.28342832
1400000US37183053707,Wake,Urban,-7.8,10015,3.619621082,-5.454430394,2.683911804,-2.531890315,23300,3.7,-17.58289523,0.713835643,-18.29673087
1400000US37183053709,Wake,Urban,-11.66,15513,3.936239943,-1.379359041,-10.17875784,4.789290127,300,5,-22.18144045,-3.352996808,-18.82844364
1400000US37183053711,Wake,Urban,-9.5,4555,8.242685598,-1.212118078,-11.67796812,-38.54730363,25400,-0.8,-26.7054722,-0.65661391,-26.04885829
1400000US37183053712,Wake,Urban,-1.65,855,-10.88744259,1.381780962,9.757761856,-1.075026689,33700,-5.7,-9.628009399,0.191823663,-9.819833061
1400000US37183053713,Wake,Urban,-20.84,2948,5.706690133,-3.294815089,-2.765193093,16.8218088,107300,0.3,-20.43891023,-1.909554031,-18.52935619
1400000US37183053714,Wake,Urban,-11.97,14368,10.9805522,0.227876567,-5.845125557,0.228046228,51500,-1.6,-22.4644303,-4.511712455,-17.95271784
1400000US37183053715,Wake,Urban,-3.22,-1243,8.764973421,-1.76900013,-3.938860644,12.07104153,33300,-2.1,-13.59893033,1.910050125,-15.50898046
1400000US37183053716,Wake,Urban,-9.09,3420,8.135332295,3.702404502,-10.79360554,-27.65046892,40700,7.1,-17.49276592,0.525666356,-18.01843227
1400000US37183053717,Wake,Urban,-7.21,-8852,-6.148717413,-2.973196133,-0.504478083,14.92458669,17000,-6.2,-20.26418174,-3.388689178,-16.87549256
1400000US37183053718,Wake,Urban,-5.67,13623,6.173846971,-1.628448325,-10.36528858,22.626815,19800,-0.7,-33.30263427,-3.335442142,-29.96719213
1400000US37183053719,Wake,Urban,-6.22,18767,13.45379277,1.026830545,-12.00836737,14.93501961,36000,-5.3,-8.719007355,1.14291565,-9.861923005
1400000US37183053720,Wake,Urban,-2.1,6781,-5.249458135,-1.458619248,2.743738964,-15.79688626,-8200,0,-10.83792294,-1.365261389,-9.472661554
1400000US37183053721,Wake,Urban,-1.4,22554,4.188060674,-0.273016933,-10.08946946,37.00998646,44300,1.9,-20.29025738,2.249994754,-22.54025213
1400000US37183053722,Wake,Urban,-2.6,-6253,-5.971298985,1.042897935,4.025200428,-73.21240832,25200,0.2,-9.645166577,0.237588823,-9.8827554
1400000US37183053723,Wake,Urban,-9.11,4165,-7.093016167,2.513740013,-0.412157644,21.74894886,40800,-2.3,-13.82075343,-0.714411198,-13.10634224
1400000US37183053724,Wake,Urban,-12.49,7472,1.072641767,-1.23366597,3.395007809,-8.04191947,-5000,-1.8,-15.71708558,2.166683507,-17.88376909
1400000US37183053725,Wake,Urban,-6.47,-72,-1.396848735,-0.03862886,3.874304255,-42.02610721,34000,-4.2,-25.7501818,0.210925571,-25.96110737
1400000US37183053726,Wake,Urban,0.22,1759,-3.653260393,-0.133306783,2.133046807,3.276082272,14600,-6.9,-28.94477903,-2.612470969,-26.33230806
1400000US37183053803,Wake,Urban,-0.59,-7636,1.768616138,1.003367985,-0.825728009,-15.98821699,-1100,-3.2,-23.0116497,3.101225854,-26.11287555
1400000US37183053804,Wake,Rural,-5.26,18393,-0.800832889,-1.772127954,0.401499432,-21.86219981,39700,-4.9,-3.870466948,2.462525198,-6.332992146
1400000US37183053805,Wake,Rural,-0.89,30611,4.510563037,-0.601006985,-5.395642521,32.3778586,34700,5.7,-12.48064656,-2.696962011,-9.783684549
1400000US37183053806,Wake,Urban,-2.3,14704,3.731836858,2.273874295,-3.71874665,10.22650592,34900,2.6,-6.394451431,-2.561347812,-3.833103619
1400000US37183053807,Wake,Urban,-3.81,6875,-2.021024107,0.859800364,-0.483695508,17.55369157,5900,-7.8,-21.493083,1.176375173,-22.66945818
1400000US37183053808,Wake,Urban,-3.19,-11057,4.619386489,0.650108961,-0.959230187,15.91533686,-24200,-0.9,-20.25870039,-0.251749634,-20.00695076
1400000US37183053900,Wake,Rural,-3.28,18393,7.173298788,-0.257961016,-8.315402004,1.586548806,58600,15.3,-11.52303547,0.922831611,-12.44586708
1400000US37183054001,Wake,Urban,-12.42,972,1.19670905,-2.101933967,3.314741603,-7.173560986,24800,1,-19.99847364,-0.986089313,-19.01238433
1400000US37183054004,Wake,Urban,-15.46,2970,1.758843585,-1.811231287,-1.352667973,-21.09427101,10400,-7,-24.55371028,-0.544104718,-24.00960556
1400000US37183054006,Wake,Urban,-17.85,9551,10.34882993,-0.148355425,-10.93347981,18.58335135,24800,1.6,-17.34385059,-1.328943615,-16.01490698
1400000US37183054007,Wake,Urban,-8.8,-3348,10.19218109,4.728953044,-6.518754115,22.29679187,9000,9.1,-7.104209711,-0.011399307,-7.092810403
1400000US37183054008,Wake,Urban,-22.58,1459,1.757639411,-8.681822463,-1.488707625,-9.352200666,7400,7,-22.13689825,1.090996237,-23.22789449
1400000US37183054011,Wake,Urban,-3.2,-9558,-4.259579119,2.483285578,-0.942656048,11.01834063,20600,-1.6,-19.6018214,1.958159117,-21.55998052
1400000US37183054012,Wake,Urban,-2.25,7694,-5.813807989,4.17744734,0.441024934,40.79921789,12900,1.7,-14.48892844,0.700510222,-15.18943866
1400000US37183054013,Wake,Urban,-7.35,19205,0.351261282,-0.334166474,1.672961506,-0.730688923,40200,-4,-13.71472152,-0.41163823,-13.30308329
1400000US37183054014,Wake,Urban,-31.37,13049,3.851814948,4.582209963,-14.65299354,-128.3828353,5000,3.9,-16.09620304,1.394267283,-17.49047033
1400000US37183054015,Wake,Urban,-21.94,-20967,-1.73768489,4.281299933,10.36657776,21.14561482,-19500,-9.2,-18.20715774,2.642096495,-20.84925424
1400000US37183054016,Wake,Urban,1.56,-5016,-9.073103247,2.283384302,4.289997345,-112.1488199,16800,-2.7,-17.49980167,-1.103322449,-16.39647922
1400000US37183054017,Wake,Urban,-25.94,3149,-2.931055301,4.797840411,-5.674095284,-10.09911357,-11400,3.9,-16.7729248,0.490533177,-17.26345798
1400000US37183054018,Wake,Urban,-66.98,4925,6.193512052,4.409326425,-27.7694676,44.95600647,-77000,-2.3,-33.81617256,1.516868952,-35.33304152
1400000US37183054104,Wake,Urban,-38.82,4245,-2.271024808,9.125971448,-2.40523918,1.259583594,7600,-5.5,-16.19023762,-4.033339456,-12.15689817
1400000US37183054105,Wake,Rural,-20.56,5648,-2.605236805,1.566311781,1.730346639,-48.25474369,5400,-0.3,-20.73834878,0.631870781,-21.37021956
1400000US37183054106,Wake,Urban,-55.39,10105,-1.687884662,3.011691275,-1.889632219,1.431091308,4400,1.9,-14.8389343,-1.678039532,-13.16089477
1400000US37183054108,Wake,Rural,-28.96,-8217,-5.975257533,-1.834023298,3.871185135,-27.24245486,800,-8,-12.23683576,3.157715201,-15.39455096
1400000US37183054109,Wake,Rural,-6.52,-3506,-6.425536014,3.686448086,4.635735006,13.61148916,6900,-3.1,-20.56210975,0.78751165,-21.3496214
1400000US37183054110,Wake,Rural,-16.39,17068,-0.095952525,2.044323868,-0.326772461,-125.3074996,25600,3.4,-13.20982664,1.348456545,-14.55828318
1400000US37183054111,Wake,Rural,-10.57,14725,-3.14443329,1.234586063,-4.347689525,6.781112205,59000,-7,-2.33948917,-1.94161356,-0.397875609
1400000US37183054112,Wake,Rural,-27.09,-4203,-11.6660814,11.41943196,-5.281428269,-12.26117845,16100,-1.5,-11.57220965,-0.070518205,-11.50169145
1400000US37183054113,Wake,Rural,-8.98,-4949,-4.29135691,-5.830430271,10.25912809,12.2434066,-24800,10.8,-8.186546903,-2.77676049,-5.409786413
1400000US37183054114,Wake,Rural,-8.23,9952,-2.319168216,4.108364901,-3.219847392,10.41722807,15800,9.4,-20.82828773,-1.477740417,-19.35054732
1400000US37183054115,Wake,Rural,-27.99,532,-3.436688871,-2.193013534,-2.534346452,-34.43280188,2600,8.8,-10.01206352,0.856429859,-10.86849337
1400000US37183054203,Wake,Urban,-5.42,23794,7.578827354,0.280509269,-9.065697555,18.11242601,-13300,5.7,-13.29669554,2.61877075,-15.91546629
1400000US37183054204,Wake,Urban,-4.72,3313,-4.31443069,-2.339287263,7.567252766,-6.314511233,16100,-6,-21.3347078,0.222891113,-21.55759891
1400000US37183054205,Wake,Urban,-35.97,17189,18.27469136,-5.685185185,-12.48919753,21.1806783,30000,15,-14.96260119,-4.036711146,-10.92589005
1400000US37183054206,Wake,Urban,-5.33,16498,-4.658585525,0.961610771,0.540181165,20.0172421,25900,-0.8,-8.678149676,1.418701062,-10.09685074
1400000US37183054207,Wake,Urban,-4.56,-6,-6.795269779,2.037842862,-1.767873763,-33.6825245,-62400,-1.9,-18.79871147,-3.549488345,-15.24922313
1400000US37183054208,Wake,Urban,-12.93,4307,7.46012502,3.197029803,-10.72067983,22.0862157,54200,-0.5,-19.64199607,-0.062991458,-19.57900461
1400000US37183054209,Wake,Rural,-12.49,19658,9.155537551,-2.622048306,-8.440717194,5.441673726,-2500,0.9,-14.8882825,0.897391551,-15.78567405
1400000US37183054210,Wake,Rural,-7.05,21027,6.426361302,-3.806965379,-2.900043747,10.05551875,15100,6.8,-9.368921252,-0.746582167,-8.622339086
1400000US37183054211,Wake,Rural,-8.67,28823,2.72739522,-8.034794022,0.289890299,-7.99015882,57100,8.5,-15.93728364,1.636240317,-17.57352396
1400000US37183054301,Wake,Rural,-18.92,19928,1.812434805,-3.255493683,3.388262285,5.04700943,48100,4.4,-7.831618144,-0.355136221,-7.476481923
1400000US37183054302,Wake,Rural,-13.28,7883,-0.968872064,-5.831353093,0.47538985,1.890102736,6500,9,-12.38122022,-1.825114496,-10.55610572
1400000US37183054402,Wake,Rural,-11.45,10517,3.323111563,1.179666688,-8.547765636,-5.763807394,14200,9.8,-6.970858708,-0.273793727,-6.697064981
1400000US37183054403,Wake,Rural,-7.82,8520,4.798762107,-3.456017627,-1.48604669,9.178431259,-6200,8.7,-13.76423616,1.203490121,-14.96772628
1400000US37183054404,Wake,Rural,-26.08,9984,-0.971800479,-6.074194509,3.988846044,6.815192425,11600,-7.2,-5.72968053,5.057656642,-10.78733717
1400000US37183054500,Wake,Rural,-22.3,5303,15.60266024,-11.31040828,-2.714294237,#DIV/0!,45200,10.3,-21.24995049,-0.587258756,-20.66269173
1400000US37183980100,Wake,Rural,#DIV/0!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!
1400000US37183980200,Wake,Rural,#DIV/0!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!,#DIV/0!,#DIV/0!
